SOATO	NAME	OBL	RAION	SOVET	TIP	GNI	DATAV	SOATON	DATEL	MAL
6258817053	Турец	МИНСКАЯ ОБЛАСТЬ	Червенский	Клинокский	аг.	625	01.03.2011			2
6258817056	Убель	МИНСКАЯ ОБЛАСТЬ	Червенский	Клинокский	д.	625	27.09.2002			
6258817092	Чесловое	МИНСКАЯ ОБЛАСТЬ	Червенский	Клинокский	д.	625	01.03.2011			
6258820003	Анаполье	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820006	Барсуки	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820009	Буйное	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820012	Ведрица	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820017	Городище	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820021	Домовицк	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820026	Заречье	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820036	Калита	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820038	Карпиловка	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820041	Клейка	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820046	Колодежи	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820051	Комиссарский Сад	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820054	Красная Смена	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820056	Карабетовка	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	03.04.2007			
6258820061	Кукушкино	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820063	Луница	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820066	Любишино	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	аг.	625	27.09.2002			
6258820071	Медведня	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820076	Межница	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820077	Межонка	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820081	Натальевск	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820085	Новая Нива	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820086	Новозерье	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820091	Новый Дубок	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	25.03.2003			
6258820094	Омело	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820096	Осиновка	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820101	Осово	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820106	Осовской Бор	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	03.04.2007			
6258820107	Падар	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820109	Подсосное	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820110	Ратное	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820111	Репище	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820116	Слободка	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820118	Старый Пруд	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820121	Фёдоровск	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	03.04.2007			
6258820124	Хутор	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258820126	Шалаши	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	27.09.2002			
6258820144	Юровичи	МИНСКАЯ ОБЛАСТЬ	Червенский	Колодежский	д.	625	01.03.2011			
6258824001	Александровка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824004	Барановка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	01.03.2011			
6258824006	Берёзовка 1	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	03.04.2007			
6258824011	Берёзовка 2	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	03.04.2007			
6258824014	Большая Ганута	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	01.03.2011			
6258824016	Великополье	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824021	Горки	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824026	Горковская Слобода	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824031	Городок	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824036	Дубники	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824041	Заборье	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824046	Задобричье	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824051	Зенанполье	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824056	Климов Лог	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824061	Кобзевичи	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824066	Колеина	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	03.04.2007			
6258824071	Красная Слобода	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824076	Луч	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824081	Лучье	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824086	Ляды	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	аг.	625	27.09.2002			
6258824090	Малая Ганута	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	01.03.2011			
6258824091	Малиновка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824096	Мариамполь	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824098	Матусовка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	01.03.2011			
6258824101	Меховка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824106	Мощалино	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824111	Новый Будков	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824113	Осово	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	01.03.2011			
6258824116	Перунов Мост	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824119	Петровка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	01.03.2011			
6258824121	Печище	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824126	Плетевище	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	03.04.2007			
6258824127	Подосиновка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	01.03.2011			
6258824128	Подрубеж	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	01.03.2011			
6258824129	Полянка	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	01.03.2011			
6258824131	Речки	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824136	Сосновщина	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824141	Старые Дороги	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824146	Тадуличи	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258824151	Язовки	МИНСКАЯ ОБЛАСТЬ	Червенский	Ляденский	д.	625	27.09.2002			
6258827006	Бышанка	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827011	Викторовка	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827016	Виноградовка	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827021	Володута	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827026	Гайдукова Слободка	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827031	Гатец	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827036	Глухое	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827041	Гродно	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827046	Дубовручье	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827051	Кадище	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827056	Короб	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827061	Красный Дар	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	аг.	625	27.09.2002			2
6258827066	Малиновка	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827071	Новодворье	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827076	Новый Путь	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827081	Полядки	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827086	Рованичи	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	аг.	625	27.09.2002			
6258827091	Рованичская Слобода	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258827096	Хутор	МИНСКАЯ ОБЛАСТЬ	Червенский	Рованичский	д.	625	27.09.2002			
6258830006	Барсуки	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830011	Берёзовка	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	03.04.2007			
6258830016	Великий Бор	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830021	Вишенка	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830026	Дубовый Лог	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830031	Замосточье	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830036	Зорька	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830041	Ивник	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	25.03.2003			
6258830046	Красная Нива	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830051	Кутузовка	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830056	Новые Зеленки	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830061	Правда	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830066	Проходка	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830071	Рудня	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	аг.	625	27.09.2002			2
6258830076	Ситник	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830081	Слободка	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830086	Уборки	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	27.09.2002			
6258830091	Чернова	МИНСКАЯ ОБЛАСТЬ	Червенский	Руднянский	д.	625	03.04.2007			
6258835001	Адынь	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835006	Верхлес	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835011	Выжары	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835021	Гудовичи	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835026	Дукорщина	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835031	Загорье	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835036	Заполье	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	аг.	625	27.09.2002			2
6258835041	Корзуны	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835046	Красевичи	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835056	Кулики	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835058	Лисицы	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	01.03.2011			
6258835061	Подгорье	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835066	Смогоровка	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835068	Смоленка	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	01.03.2011			
6258835071	Снежки	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835076	Старино	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6258835091	Шестиснопы	МИНСКАЯ ОБЛАСТЬ	Червенский	Смиловичский	д.	625	27.09.2002			
6413000000	Жодино	МИНСКАЯ ОБЛАСТЬ			г.	661	27.09.2002			
7204551000	Белыничи	МОГИЛЕВСКАЯ ОБЛАСТЬ			гп	702	27.09.2002			1
7204805001	Аниськовщина	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805006	Большой Нежков	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805008	Браковщина	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	25.06.2010			
7204805011	Вишов	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	аг.	702	27.09.2002			2
7204805016	Восток	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805021	Гнездин	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805026	Голубовка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805031	Ермоловичи	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805034	Изобище	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	25.06.2010			
7204805036	Каменица	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805038	Карповка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	п.	702	25.06.2010			
7204805041	Клины	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805046	Крюки	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805049	Личинка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	25.06.2010			
7204805051	Лямница	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805056	Малиновка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805057	Малиновка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	25.06.2010			
7204805061	Митьковщина	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805066	Мостище	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805071	Николаевка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805072	Николаевка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	п.	702	25.06.2010			
7204805074	Новоселки	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	25.06.2010			
7204805076	Павлинка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805081	Пряльня	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805086	Рафолово	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805089	Север	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	25.06.2010			
7204805091	Сипайлы	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204805093	Согласие	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	25.06.2010			
7204805096	Старое Ляда	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	п.	702	27.09.2002			
7204805097	Степановка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	п.	702	25.06.2010			
7204805099	Супшинка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	п.	702	25.06.2010			
7204805101	Туалин	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Вишовский	д.	702	27.09.2002			
7204810006	Большой Кудин	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810007	Большой Трилесин	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	25.06.2010			
7204810016	Васильки	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810021	Ветка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810026	Головчин	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	аг.	702	27.09.2002			2
7204810031	Гуры	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810036	Заболотье	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810038	Запокулье	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	25.06.2010			
7204810046	Калинина	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	п.	702	27.09.2002			
7204810056	Кастричник	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810061	Красный Пахарь	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810066	Ленинский	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	п.	702	27.09.2002			
7204810081	Малые Васильки	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	п.	702	27.09.2002			
7204810086	Малый Кудин	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810091	Малый Трилесин	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810106	Отрядное	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	п.	702	27.09.2002			
7204810111	Палиевщина	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810116	Почепок	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810121	Пуща	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	п.	702	27.09.2002			
7204810131	Сиваи	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810141	Старое Село	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810156	Сурды	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	27.09.2002			
7204810161	Торгонщина	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	п.	702	27.09.2002			
7204810191	Шиловичи	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Головчинский	д.	702	25.06.2010			
7204815001	Аксеньковичи	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815006	Ананьевка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815011	Барсуки	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815016	Глубокий Брод	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815021	Гуриневка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	х.	702	27.09.2002			
7204815026	Дальний	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	п.	702	27.09.2002			
7204815031	Добриловичи	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815036	Дручаны	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815041	Замочулье	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815046	Заполье	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815051	Заречье	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815056	Иглица	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815061	Ксаверово	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815066	Лыньков	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815076	Маковка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815081	Межонка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815086	Мотыга	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815091	Падевичи	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815096	Паньково	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815101	Подкряжник	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815106	Подчерешень	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815111	Поповка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	п.	702	27.09.2002			
7204815116	Прожектор	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	п.	702	27.09.2002			
7204815121	Рубеж	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815126	Семиковка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815131	Синьково	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815136	Сковородка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	п.	702	27.09.2002			
7204815141	Старина	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815146	Стодолище	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204815151	Студенка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Запольский	д.	702	27.09.2002			
7204820006	Бор	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	д.	702	27.09.2002			
7204820011	Васильевка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	п.	702	27.09.2002			
7204820016	Выйлово	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	д.	702	27.09.2002			
7204820021	Залипье	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	п.	702	27.09.2002			
7204820026	Ивановка	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	п.	702	27.09.2002			
7204820031	Ильковичи	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	д.	702	27.09.2002			
7204820036	Искра	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	д.	702	27.09.2002			2
7204820041	Кардон	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	д.	702	27.09.2002			
7204820046	Крайний	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	п.	702	27.09.2002			
7204820051	Красногорье	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	п.	702	27.09.2002			
7204820056	Ланьково	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	аг.	702	27.09.2002			2
7204820061	Ленина	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	п.	702	27.09.2002			
7204820066	Лубяны	МОГИЛЕВСКАЯ ОБЛАСТЬ	Белыничский	Ланьковский	д.	702	27.09.2002			
